Energy (eV) Intensity
0.61	-8.05E-05
0.62	2.24E-06
0.63	-8.43E-05
0.64	-8.60E-05
0.65	-2.90E-06
0.66	-3.75E-06
0.67	-8.84E-05
0.68	-8.82E-05
0.69	8.09E-05
0.70	-2.66E-06
0.71	-8.62E-05
0.72	-8.57E-05
0.73	-1.04E-06
0.74	-8.38E-07
0.75	1.68E-04
0.76	-8.51E-05
0.77	-7.50E-07
0.78	-8.51E-05
0.79	2.52E-04
0.80	8.36E-05
0.81	-7.90E-07
0.82	8.36E-05
0.83	-7.84E-07
0.84	8.36E-05
0.85	-8.51E-05
0.86	8.36E-05
0.87	-8.51E-05
0.88	1.68E-04
0.89	-8.51E-05
0.90	-8.51E-05
0.91	-8.51E-05
0.92	1.68E-04
0.93	-8.51E-05
0.94	-7.47E-07
0.95	-8.51E-05
0.96	8.36E-05
0.97	-7.02E-07
0.98	-8.50E-05
0.99	-6.79E-07
1.00	-8.50E-05
1.01	-8.50E-05
1.02	-7.07E-07
1.03	-8.51E-05
1.04	-8.51E-05
1.05	-8.51E-05
1.06	8.39E-05
1.07	8.43E-05
1.08	8.47E-05
1.09	6.13E-07
1.10	6.44E-07
1.11	5.83E-07
1.12	-8.38E-05
1.13	8.46E-05
1.14	-1.50E-07
1.15	1.68E-04
1.16	-8.00E-07
1.17	8.34E-05
1.18	-8.53E-05
1.19	-8.52E-05
1.20	-7.64E-07
1.21	8.36E-05
1.22	-7.04E-07
1.23	-7.08E-07
1.24	-7.25E-07
1.25	-8.51E-05
1.26	1.68E-04
1.27	-7.55E-07
1.28	1.68E-04
1.29	-7.64E-07
1.30	-7.68E-07
1.31	8.36E-05
1.32	-8.51E-05
1.33	-7.37E-07
1.34	-8.51E-05
1.35	-8.51E-05
1.36	-7.22E-07
1.37	-8.51E-05
1.38	1.68E-04
1.39	-7.17E-07
1.40	1.68E-04
1.41	-8.51E-05
1.42	-8.51E-05
1.43	-7.31E-07
1.44	-8.50E-05
1.45	-8.50E-05
1.46	8.38E-05
1.47	8.39E-05
1.48	-8.48E-05
1.49	8.38E-05
1.50	-8.51E-05
1.51	-8.71E-07
1.52	-8.52E-05
1.53	1.68E-04
1.54	-8.53E-07
1.55	2.52E-04
1.56	-9.24E-07
1.57	8.34E-05
1.58	-8.52E-05
1.59	-8.43E-07
1.60	-8.51E-05
1.61	-7.90E-07
1.62	-8.51E-05
1.63	8.36E-05
1.64	-8.51E-05
1.65	-7.85E-07
1.66	-8.51E-05
1.67	2.52E-04
1.68	8.36E-05
1.69	-7.70E-07
1.70	-7.64E-07
1.71	1.68E-04
1.72	-8.51E-05
1.73	-8.51E-05
1.74	-8.51E-05
1.75	-7.83E-07
1.76	-7.91E-07
1.77	-8.51E-05
1.78	-6.55E-07
1.79	-8.48E-05
1.80	-8.47E-05
1.81	8.40E-05
1.82	-3.80E-07
1.83	-5.21E-07
1.84	-6.53E-07
1.85	-8.51E-05
1.86	-8.45E-07
1.87	8.34E-05
1.88	-9.23E-07
1.89	8.34E-05
1.90	8.34E-05
1.91	2.52E-04
1.92	8.35E-05
1.93	-7.74E-07
1.94	8.36E-05
1.95	8.36E-05
1.96	-8.51E-05
1.97	8.36E-05
1.98	1.68E-04
1.99	-8.51E-05
2.00	-7.52E-07
2.01	-7.56E-07
2.02	8.36E-05
2.03	8.36E-05
2.04	-7.76E-07
2.05	-7.56E-07
2.06	-8.50E-05
2.07	-5.86E-07
2.08	-4.94E-07
2.09	-8.48E-05
2.10	-8.48E-05
2.11	-5.98E-07
2.12	-6.88E-07
2.13	-8.51E-05
2.14	-8.12E-07
2.15	-8.52E-05
2.16	-8.52E-05
2.17	-8.67E-07
2.18	-8.39E-07
2.19	-8.04E-07
2.20	-7.81E-07
2.21	-7.70E-07
2.22	-8.51E-05
2.23	1.68E-04
2.24	-8.51E-05
2.25	-7.69E-07
2.26	-7.72E-07
2.27	-7.67E-07
2.28	-7.35E-07
2.29	8.37E-05
2.30	8.37E-05
2.31	8.37E-05
2.32	-8.49E-05
2.33	-8.50E-05
2.34	-6.84E-07
2.35	-7.38E-07
2.36	-7.81E-07
2.37	-8.05E-07
2.38	8.35E-05
2.39	8.35E-05
2.40	-8.16E-07
2.41	-7.99E-07
2.42	-8.51E-05
2.43	-8.51E-05
2.44	8.36E-05
2.45	-8.51E-05
2.46	-7.78E-07
2.47	-7.85E-07
2.48	-8.51E-05
2.49	8.36E-05
2.50	-6.99E-07
2.51	-6.66E-07
2.52	-8.50E-05
2.53	-8.50E-05
2.54	-6.97E-07
2.55	1.68E-04
2.56	-7.73E-07
2.57	-8.51E-05
2.58	-8.51E-05
2.59	-8.51E-05
2.60	-8.51E-05
2.61	-8.03E-07
2.62	-7.76E-07
2.63	8.36E-05
2.64	-8.51E-05
2.65	-7.37E-07
2.66	-8.50E-05
2.67	8.37E-05
2.68	-8.50E-05
2.69	-6.28E-07
2.70	8.37E-05
2.71	-8.50E-05
2.72	8.36E-05
2.73	1.68E-04
2.74	-7.99E-07
2.75	-8.09E-07
2.76	1.68E-04
2.77	8.35E-05
2.78	-8.02E-07
2.79	-8.51E-05
2.80	-7.52E-07
2.81	-8.51E-05
2.82	-7.04E-07
2.83	-6.99E-07
2.84	-8.50E-05
2.85	-7.21E-07
2.86	8.36E-05
2.87	8.36E-05
2.88	-7.90E-07
2.89	-8.51E-05
2.90	-8.51E-05
2.91	-8.15E-07
2.92	1.68E-04
2.93	-7.97E-07
2.94	-7.67E-07
2.95	8.36E-05
2.96	-8.51E-05
2.97	-8.51E-05
2.98	-8.51E-05
2.99	-8.51E-05
3.00	-7.71E-07
3.01	-8.51E-05
3.02	-8.51E-05
3.03	-7.78E-07
3.04	-8.51E-05
3.05	-7.33E-07
3.06	-8.51E-05
3.07	-7.08E-07
3.08	-7.09E-07
3.09	-7.32E-07
3.10	-8.51E-05
3.11	-7.69E-07
3.12	-7.73E-07
3.13	8.36E-05
3.14	-7.76E-07
3.15	-7.63E-07
3.16	-7.65E-07
3.17	8.36E-05
3.18	-8.51E-05
3.19	8.35E-05
3.20	-8.51E-05
3.21	8.35E-05
3.22	-8.22E-07
3.23	-8.52E-05
3.24	-8.05E-07
3.25	-8.51E-05
3.26	-8.51E-05
3.27	-7.91E-07
3.28	-7.87E-07
3.29	-8.51E-05
3.30	-8.51E-05
3.31	-8.51E-05
3.32	8.35E-05
3.33	-8.51E-05
3.34	-8.51E-05
3.35	-8.01E-07
3.36	-7.93E-07
3.37	1.68E-04
3.38	-7.92E-07
3.39	8.36E-05
3.40	-8.51E-05
3.41	-7.85E-07
3.42	-7.93E-07
3.43	-8.02E-07
3.44	-7.95E-07
3.45	-8.51E-05
3.46	-8.02E-07
3.47	-8.51E-05
3.48	-8.51E-05
3.49	2.52E-04
3.50	8.35E-05
3.51	-8.51E-05
3.52	-7.87E-07
3.53	-7.78E-07
3.54	-7.76E-07
3.55	-7.77E-07
3.56	-8.51E-05
3.57	8.35E-05
3.58	8.35E-05
3.59	-8.51E-05
3.60	-8.07E-07
3.61	-8.10E-07
3.62	-8.51E-05
3.63	8.35E-05
3.64	-8.09E-07
3.65	-8.51E-05
3.66	1.68E-04
3.67	8.35E-05
3.68	-7.93E-07
3.69	-7.90E-07
3.70	-8.51E-05
3.71	8.35E-05
3.72	-8.51E-05
3.73	-8.52E-05
3.74	-8.44E-07
3.75	-8.52E-05
3.76	-8.52E-05
3.77	8.35E-05
3.78	-8.80E-07
3.79	8.34E-05
3.80	-9.09E-07
3.81	-9.34E-07
3.82	-8.53E-05
3.83	-8.53E-05
3.84	8.33E-05
3.85	-8.55E-05
3.86	-8.56E-05
3.87	-8.57E-05
3.88	-8.58E-05
3.89	-1.60E-06
3.90	-1.83E-06
3.91	-8.65E-05
3.92	-8.70E-05
3.93	-3.60E-06
3.94	7.92E-05
3.95	-9.18E-05
3.96	-1.09E-05
3.97	2.38E-04
3.98	-1.05E-04
3.99	-2.48E-05
4.00	5.68E-05
